month,P_t,D_t,S_t,month_num,year,month_sin,month_cos,D_t_lag1,D_t_lag2,D_t_lag3,D_t_lag6,D_t_lag12,D_t_ma3,D_t_std3,D_t_ma6,D_t_std6,D_t_ma12,D_t_std12
2014-01-01,232715325.0,38730350.0,0.1664280167195692,1,2014,0.49999999999999994,0.8660254037844387,36813400.0,35380675.0,34610200.0,28188575.0,17347875.0,35601425.0,1118065.5087583151,32585358.333333332,3547427.7289913427,27492385.416666668,6496288.655407049
2014-02-01,230086925.0,39712875.0,0.1725994425802335,2,2014,0.8660254037844386,0.5000000000000001,38730350.0,36813400.0,35380675.0,29038675.0,19610400.0,36974808.333333336,1680660.6257535517,34342320.833333336,3544825.3273404283,29274258.333333332,6392462.411640955
2014-03-01,245762800.0,43634450.0,0.1775470087417623,3,2014,1.0,6.123233995736766e-17,39712875.0,38730350.0,36813400.0,31480625.0,19261175.0,38418875.0,1474619.0442365052,36121354.166666664,2985075.152547113,30949464.583333332,6262428.37587838
2014-04-01,281179575.0,52104100.0,0.1853054227000663,4,2014,0.8660254037844387,-0.4999999999999998,43634450.0,39712875.0,38730350.0,34610200.0,24069125.0,40692558.333333336,2594683.752927958,38146991.666666664,3311928.9378195717,32980570.833333332,6076677.705074115
2014-05-01,280661600.0,51738550.0,0.1843449549208014,5,2014,0.49999999999999994,-0.8660254037844387,52104100.0,43634450.0,39712875.0,35380675.0,26431375.0,45150475.0,6333195.331001956,41062641.666666664,6101315.508082391,35316818.75,7549744.00682902
2014-06-01,255898875.0,50063300.0,0.1956370460792373,6,2014,1.2246467991473532e-16,-1.0,51738550.0,52104100.0,43634450.0,36813400.0,27676525.0,49159033.333333336,4787919.428711526,43788954.166666664,6681674.17793656,37425750.0,8335771.953461408
2014-07-01,433044725.0,82224425.0,0.1898751335673238,7,2014,-0.4999999999999997,-0.8660254037844388,50063300.0,51738550.0,52104100.0,38730350.0,28188575.0,51301983.333333336,1088190.70058207,45997270.833333336,6077383.216533593,39291314.583333336,8459703.10024947
2014-08-01,281426975.0,53452950.0,0.1899354175270512,8,2014,-0.8660254037844384,-0.5000000000000004,82224425.0,50063300.0,51738550.0,39712875.0,29038675.0,61342091.666666664,18104018.883219227,53246283.333333336,15026525.886375623,43794302.083333336,14346018.543898182
2014-09-01,159444175.0,29326975.0,0.1839325582135565,9,2014,-1.0,-1.8369701987210297e-16,53452950.0,82224425.0,50063300.0,43634450.0,31480625.0,61913558.333333336,17671188.707723044,55536295.833333336,13523365.169683328,45828825.0,13783324.165800707
2014-10-01,571760975.0,110175550.0,0.192695120544035,10,2014,-0.8660254037844386,0.5000000000000001,29326975.0,53452950.0,82224425.0,52104100.0,34610200.0,55001450.0,26482700.831167597,53151716.666666664,16885285.221485503,45649354.166666664,13999460.926236004
2014-11-01,373466650.0,70186875.0,0.1879334473372655,11,2014,-0.5000000000000004,0.8660254037844384,110175550.0,29326975.0,53452950.0,51738550.0,35380675.0,64318491.666666664,41505036.039801344,62830291.666666664,28684962.848915577,51946466.666666664,22807011.446705416
2014-12-01,158391575.0,27488450.0,0.1735474251076801,12,2014,-2.4492935982947064e-16,1.0,70186875.0,110175550.0,29326975.0,50063300.0,36813400.0,69896466.66666667,40425069.85315805,65905012.5,28243599.64360399,54846983.333333336,22721812.831509545
2015-01-01,533132575.0,103254125.0,0.1936743876511391,1,2015,0.49999999999999994,0.8660254037844387,27488450.0,70186875.0,110175550.0,82224425.0,38730350.0,69283625.0,41350949.46944235,62142537.5,32026363.248957686,54069904.166666664,23539370.41675131
2015-02-01,366908525.0,67852400.0,0.1849300176385926,2,2015,0.8660254037844386,0.5000000000000001,103254125.0,27488450.0,70186875.0,53452950.0,39712875.0,66976483.333333336,37984725.062075384,65647487.5,35613514.53862266,59446885.416666664,26853075.131813582
2015-03-01,390003275.0,76813775.0,0.1969567435042692,3,2015,1.0,6.123233995736766e-17,67852400.0,103254125.0,27488450.0,29326975.0,43634450.0,66198325.0,37909910.97497625,68047395.83333333,35109000.621512346,61791845.833333336,26193683.347499494
2015-04-01,539401075.0,104184200.0,0.193147928005149,4,2015,0.8660254037844387,-0.4999999999999998,76813775.0,67852400.0,103254125.0,110175550.0,52104100.0,82640100.0,18405979.47673867,75961862.5,29546422.25950018,64556789.583333336,25851723.848889787
2015-05-01,483189475.0,93853750.0,0.1942379850057785,5,2015,0.49999999999999994,-0.8660254037844387,104184200.0,76813775.0,67852400.0,70186875.0,51738550.0,82950125.0,18927255.910508398,74963304.16666667,28230821.988845,68896797.91666667,27864382.60253185
2015-06-01,429777175.0,84703300.0,0.197086548395689,6,2015,1.2246467991473532e-16,-1.0,93853750.0,104184200.0,76813775.0,27488450.0,50063300.0,91617241.66666667,13821596.08417056,78907783.33333333,29070871.06933531,72406397.91666667,28157509.051475346
2015-07-01,696238600.0,134123150.0,0.1926396353204203,7,2015,-0.4999999999999997,-0.8660254037844388,84703300.0,93853750.0,104184200.0,103254125.0,82224425.0,94247083.33333333,9746404.441425266,88443591.66666667,14626196.041475268,75293064.58333333,27424779.967333257
2015-08-01,555331400.0,103633375.0,0.1866153705697174,8,2015,-0.8660254037844384,-0.5000000000000004,134123150.0,84703300.0,93853750.0,67852400.0,53452950.0,104226733.33333333,26292194.296612725,93588429.16666667,23571517.081938196,79617958.33333333,32279718.992164515
2015-09-01,450246800.0,85730525.0,0.1904078496504583,9,2015,-1.0,-1.8369701987210297e-16,103633375.0,134123150.0,84703300.0,76813775.0,29326975.0,107486608.33333333,24934232.469568018,99551925.0,20016294.022233486,83799660.41666667,31829197.329680763
2015-10-01,738221400.0,132744925.0,0.1798172269186452,10,2015,-0.8660254037844386,0.5000000000000001,85730525.0,103633375.0,134123150.0,104184200.0,110175550.0,107829016.66666667,24467613.19262588,101038050.0,18242896.477074303,88499956.25,26825051.452386748
2015-11-01,567247325.0,105420450.0,0.1858456538336254,11,2015,-0.5000000000000004,0.8660254037844384,132744925.0,85730525.0,103633375.0,93853750.0,70186875.0,107369608.33333333,23728843.871559247,105798170.83333333,22465491.402245227,90380737.5,29171522.660424683
2015-12-01,667910550.0,132390000.0,0.1982151651894104,12,2015,-2.4492935982947064e-16,1.0,105420450.0,132744925.0,85730525.0,84703300.0,27488450.0,107965300.0,23610286.9101982,107725954.16666667,21719424.081794944,93316868.75,28723929.755220737
2016-01-01,518403400.0,95297250.0,0.1838283660948211,1,2016,0.49999999999999994,0.8660254037844387,132390000.0,105420450.0,132744925.0,134123150.0,103254125.0,123518458.33333333,15674339.608543662,115673737.5,20287611.514091242,102058664.58333333,22057788.73831516
2016-02-01,619446250.0,114926225.0,0.1855305847763224,2,2016,0.8660254037844386,0.5000000000000001,95297250.0,132390000.0,105420450.0,103633375.0,67852400.0,111035900.0,19173366.54496288,109202754.16666667,19398528.67706348,101395591.66666667,22138034.11143913
2016-03-01,949367550.0,174675525.0,0.1839914635801487,3,2016,1.0,6.123233995736766e-17,114926225.0,95297250.0,132390000.0,85730525.0,76813775.0,114204491.66666667,18556904.37260375,111084895.83333333,19297668.070167292,105318410.41666667,19689148.708181705
2016-04-01,537278275.0,97571675.0,0.1816036112757397,4,2016,0.8660254037844387,-0.4999999999999998,174675525.0,114926225.0,95297250.0,132744925.0,104184200.0,128299666.66666667,41344459.62886335,125909062.5,28086966.57890787,113473556.25,26049091.07769608
2016-05-01,417538850.0,76037050.0,0.182107724826085,5,2016,0.49999999999999994,-0.8660254037844387,97571675.0,174675525.0,114926225.0,105420450.0,93853750.0,129057808.33333333,40447832.53569759,120046854.16666667,29981574.518257946,112922512.5,26331868.874895997
2016-06-01,488623850.0,85719375.0,0.1754301903191995,6,2016,1.2246467991473532e-16,-1.0,76037050.0,97571675.0,174675525.0,132390000.0,84703300.0,116094750.0,51862466.37186789,115149620.83333333,34852569.06164672,111437787.5,27956959.197929885
2016-07-01,488020900.0,93131575.0,0.1908352183277396,7,2016,-0.4999999999999997,-0.8660254037844388,85719375.0,76037050.0,97571675.0,95297250.0,134123150.0,86442700.0,10785518.89175369,107371183.33333333,35438374.701263696,111522460.41666667,27870031.36172776
2016-08-01,517053650.0,97300650.0,0.1881828897252732,8,2016,-0.8660254037844384,-0.5000000000000004,93131575.0,85719375.0,76037050.0,114926225.0,103633375.0,84962666.66666667,8572348.095487552,107010237.5,35596620.332040474,108106495.83333333,27355459.580546916
2016-09-01,399512400.0,70810300.0,0.1772418077636639,9,2016,-1.0,-1.8369701987210297e-16,97300650.0,93131575.0,85719375.0,174675525.0,85730525.0,92050533.33333333,5865830.799657411,104072641.66666667,35539930.53160651,107578768.75,27510243.38344911
2016-10-01,464760675.0,71290250.0,0.1533913126363369,10,2016,-0.8660254037844386,0.5000000000000001,70810300.0,97300650.0,93131575.0,97571675.0,132744925.0,87080841.66666667,14244058.100975268,86761770.83333333,11305326.66557469,106335416.66666667,28890029.496831004
2016-11-01,492691125.0,78258200.0,0.1588382579450766,11,2016,-0.5000000000000004,0.8660254037844384,71290250.0,70810300.0,97300650.0,76037050.0,105420450.0,79800400.0,15157560.837664494,82381533.33333333,11370550.563117716,101214193.75,29227867.048021693
2016-12-01,507872775.0,83676550.0,0.164758880804351,12,2016,-2.4492935982947064e-16,1.0,78258200.0,71290250.0,70810300.0,85719375.0,132390000.0,73452916.66666667,4168410.8405762264,82751725.0,11156829.821526363,98950672.91666667,29916175.42491827
2017-01-01,470400950.0,67090175.0,0.1426233833073679,1,2017,0.49999999999999994,0.8660254037844387,83676550.0,78258200.0,71290250.0,93131575.0,95297250.0,77741666.66666667,6209284.333627643,82411254.16666667,11079053.125249656,94891218.75,28223319.323681455
2017-02-01,417331475.0,58054800.0,0.1391095651244613,2,2017,0.8660254037844386,0.5000000000000001,67090175.0,83676550.0,78258200.0,97300650.0,114926225.0,76341641.66666667,8457650.725464998,78071020.83333333,11140121.42209878,92540629.16666667,29338995.467796993
2017-03-01,550237050.0,72771325.0,0.1322544983112278,3,2017,1.0,6.123233995736766e-17,58054800.0,67090175.0,83676550.0,70810300.0,174675525.0,69607175.0,12994998.461547617,71530045.83333333,8884546.82415508,87801343.75,29980555.52130284
