month,P_t,D_t,S_t,month_num,year,month_sin,month_cos,D_t_lag1,D_t_lag2,D_t_lag3,D_t_lag6,D_t_lag12,D_t_ma3,D_t_std3,D_t_ma6,D_t_std6,D_t_ma12,D_t_std12
2017-04-01,437930725.0,57771875.0,0.1319201227545749,4,2017,0.8660254037844387,-0.4999999999999998,72771325.0,58054800.0,67090175.0,71290250.0,97571675.0,65972100.0,7421697.635859652,71856883.33333333,8888843.172759693,79309327.08333333,12433739.77965272
2017-05-01,549518775.0,71256225.0,0.129670228282919,5,2017,0.49999999999999994,-0.8660254037844387,57771875.0,72771325.0,58054800.0,78258200.0,76037050.0,62866000.0,8579429.419001278,69603820.83333333,10608169.563046873,75992677.08333333,12427693.482087053
2017-06-01,550982575.0,68422700.0,0.1241830560612556,6,2017,1.2246467991473532e-16,-1.0,71256225.0,57771875.0,72771325.0,83676550.0,85719375.0,67266475.0,8257387.835901848,68436825.0,9821682.060739389,75594275.0,12502547.147295177
2017-07-01,569393925.0,69071100.0,0.1213063521884256,7,2017,-0.4999999999999997,-0.8660254037844388,68422700.0,71256225.0,57771875.0,67090175.0,93131575.0,65816933.333333336,7109812.843630842,65894516.666666664,6500741.249747339,74152885.41666667,12223052.466820253
2017-08-01,620409250.0,68791725.0,0.1108812046242057,8,2017,-0.8660254037844384,-0.5000000000000004,69071100.0,68422700.0,71256225.0,58054800.0,97300650.0,69583341.66666667,1484590.7264994648,66224670.833333336,6622767.641428626,72147845.83333333,10706093.454514433
2017-09-01,601398225.0,70986375.0,0.1180355578867895,9,2017,-1.0,-1.8369701987210297e-16,68791725.0,69071100.0,68422700.0,72771325.0,70810300.0,68761841.66666667,325231.3026265832,68014158.33333333,5290267.304155489,69772102.08333333,7209179.103678384
2017-10-01,577822025.0,59947000.0,0.1037464779920772,10,2017,-0.8660254037844386,0.5000000000000001,70986375.0,68791725.0,69071100.0,57771875.0,71290250.0,69616400.0,1194628.0689507013,67716666.66666667,5012126.698634681,69786775.0,7211663.010242007
2017-11-01,645542600.0,57576550.0,0.0891909379799257,11,2017,-0.5000000000000004,0.8660254037844384,59947000.0,70986375.0,68791725.0,71256225.0,78258200.0,66575033.333333336,5843991.919609235,68079187.5,4154211.8604119625,68841504.16666667,7722029.930371064
2017-12-01,593989500.0,53902650.0,0.0907468061304113,12,2017,-2.4492935982947064e-16,1.0,57576550.0,59947000.0,70986375.0,68422700.0,83676550.0,62836641.666666664,7156701.289976955,65799241.666666664,5573334.550667717,67118033.33333333,7737206.567209604
2018-01-01,584275125.0,42923675.0,0.073464833882839,1,2018,0.49999999999999994,0.8660254037844387,53902650.0,57576550.0,59947000.0,69071100.0,67090175.0,57142066.666666664,3045508.7515606484,63379233.333333336,7138879.572097883,64636875.0,6640756.68228346
2018-02-01,533093100.0,37808650.0,0.0709231652032262,2,2018,0.8660254037844386,0.5000000000000001,42923675.0,53902650.0,57576550.0,68791725.0,58054800.0,51467625.0,7623889.853898324,59021329.166666664,10265501.01988957,62623000.0,9054743.636794196
2018-03-01,624413475.0,40673800.0,0.0651392092395187,3,2018,1.0,6.123233995736766e-17,37808650.0,42923675.0,53902650.0,70986375.0,72771325.0,44878325.0,8223119.935089928,53857483.333333336,12011892.905717075,60935820.833333336,11530973.458102096
2018-04-01,685339900.0,40537700.0,0.0591497737108258,4,2018,0.8660254037844387,-0.4999999999999998,40673800.0,37808650.0,42923675.0,59947000.0,57771875.0,40468708.333333336,2563672.5866335663,48805387.5,9473081.848502992,58261027.083333336,12237100.473250799
2018-05-01,733698150.0,39354325.0,0.0536383047987786,5,2018,0.49999999999999994,-0.8660254037844387,40537700.0,40673800.0,37808650.0,57576550.0,71256225.0,39673383.333333336,1616339.570087732,45570504.166666664,8125622.49871377,56824845.833333336,13267659.114158869
2018-06-01,661391150.0,29541400.0,0.0446655507863992,6,2018,1.2246467991473532e-16,-1.0,39354325.0,40537700.0,40673800.0,53902650.0,68422700.0,40188608.333333336,725708.1456800834,42533466.666666664,5818640.239430157,54166354.166666664,13309197.162795322
2018-07-01,688012100.0,23443525.0,0.0340742917166718,7,2018,-0.4999999999999997,-0.8660254037844388,29541400.0,39354325.0,40537700.0,42923675.0,69071100.0,36477808.333333336,6036175.488064127,38473258.333333336,4688423.776139026,50926245.833333336,14224330.523788352
2018-08-01,739736100.0,17586050.0,0.0237734105446523,8,2018,-0.8660254037844384,-0.5000000000000004,23443525.0,29541400.0,39354325.0,37808650.0,68791725.0,30779750.0,8027360.849113022,35226566.666666664,7109813.252358717,47123947.916666664,15009760.296244891
2018-09-01,635394775.0,12726375.0,0.0200290834938011,9,2018,-1.0,-1.8369701987210297e-16,17586050.0,23443525.0,29541400.0,40673800.0,70986375.0,23523658.333333332,5978077.819747368,31856133.333333332,9890490.091164114,42856808.333333336,15558438.320137095
2018-10-01,746131475.0,10558400.0,0.0141508572601095,10,2018,-0.8660254037844386,0.5000000000000001,12726375.0,17586050.0,23443525.0,40537700.0,59947000.0,17918650.0,5366310.939614084,27198229.166666668,11376545.629577234,38001808.333333336,15064809.157819092
2018-11-01,666934725.0,7337175.0,0.0110013389991051,11,2018,-0.5000000000000004,0.8660254037844384,10558400.0,12726375.0,17586050.0,39354325.0,57576550.0,13623608.333333334,3598713.2243976984,22201679.166666668,10920424.107851889,33886091.666666664,15269437.57991643
2018-12-01,637843075.0,3737850.0,0.005860140442851,12,2018,-2.4492935982947064e-16,1.0,7337175.0,10558400.0,12726375.0,29541400.0,53902650.0,10207316.666666666,2711699.4284405303,16865487.5,8392483.416646464,29699477.083333332,15069497.25943786
